,Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Production-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Expenditure-based gross domestic product (GDP),Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,Private final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,General government final consumption expenditure,Change in inventories,Change in inventories,Change in inventories,Change in inventories,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - residential buildings,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross fixed capital formation - other fixed assets,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Gross national expenditure,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Exports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services,Imports of goods and services
Jun 2006,"46,238","47,163",0.5,2.3,"41,248","41,790",1.6,3.9,"45,235","45,693",-0.4,1.1,"24,084","24,505",1.4,5.6,"26,087","26,556",-0.1,2.0,"8,067","7,651",1.7,7.0,"9,202","8,719",0.7,3.9,-988,91,-841,126,"2,600","2,593",-3.8,-2.1,"2,892","2,887",-5.2,-7.1,"7,141","7,143",-3.4,-2.5,"7,502","7,507",-4.7,-5.4,"40,904","42,005",0.5,2.8,"44,733","45,843",-1.3,-0.6,"12,980","12,701",8.1,12.5,"13,277","12,990",1.3,1.6,"12,636","12,866",3.3,9.0,"12,627","12,934",-2.1,-4.3
Sep 2006,"46,930","47,465",0.6,2.3,"40,640","42,299",1.2,3.5,"44,736","46,561",1.9,2.6,"25,025","24,835",1.3,6.1,"26,940","26,774",0.8,2.7,"7,739","7,850",2.6,8.6,"8,683","8,836",1.3,4.8,-731,-601,-424,-368,"2,842","2,751",6.1,7.5,"3,108","3,007",4.2,1.2,"7,652","7,539",5.5,0.2,"7,969","7,874",4.9,-3.5,"42,528","42,400",0.9,2.2,"46,349","46,347",1.1,0.0,"11,890","12,966",2.1,12.8,"12,175","13,307",2.4,3.6,"13,778","13,050",1.4,6.9,"13,629","13,051",0.9,-5.0
Dec 2006,"49,908","47,884",0.9,3.7,"45,831","43,652",3.2,7.3,"49,158","46,912",0.8,3.3,"26,589","25,259",1.7,5.8,"28,662","27,203",1.6,3.0,"7,928","7,985",1.7,8.6,"8,822","8,891",0.6,4.2,"1,279",192,898,9,"2,936","2,844",3.4,7.7,"3,167","3,072",2.2,1.8,"7,783","7,523",-0.2,-0.3,"8,144","7,876",0.0,-3.2,"46,515","43,813",3.3,6.5,"49,897","47,076",1.6,2.3,"12,449","12,499",-3.6,8.1,"13,172","13,154",-1.1,2.5,"13,134","12,622",-3.3,5.0,"13,758","13,181",1.0,-0.9
Mar 2007,"47,897","48,473",1.2,3.2,"44,285","44,162",1.2,7.4,"47,327","47,286",0.8,3.0,"24,521","25,612",1.4,6.1,"26,416","27,545",1.3,3.8,"7,848","8,107",1.5,7.8,"8,678","8,946",0.6,3.5,175,15,65,-68,"2,661","2,847",0.1,6.1,"2,835","3,028",-1.4,0.0,"7,517","7,913",5.2,7.0,"7,906","8,296",5.3,5.0,"42,721","44,411",1.4,6.2,"45,876","47,589",1.1,2.4,"13,608","12,765",2.1,8.9,"14,442","13,620",3.5,6.1,"12,045","13,035",3.3,5.1,"12,878","13,762",4.4,4.2
Jun 2007,"47,984","48,914",0.9,3.8,"44,683","45,267",2.5,8.3,"47,485","47,921",1.3,5.0,"25,482","25,942",1.3,5.8,"27,264","27,765",0.8,4.5,"8,805","8,367",3.2,9.1,"9,640","9,151",2.3,4.8,-640,512,-670,316,"2,955","2,954",3.8,13.7,"3,095","3,095",2.2,7.0,"7,817","7,791",-1.5,9.5,"8,305","8,281",-0.2,10.7,"44,419","45,620",2.7,8.6,"47,633","48,789",2.5,6.5,"12,893","12,592",-1.4,-0.7,"13,774","13,430",-1.4,3.7,"12,628","12,712",-2.5,-0.1,"13,781","14,112",2.5,9.1
Sep 2007,"48,712","49,278",0.7,3.8,"44,688","46,598",2.9,10.0,"46,486","48,412",1.0,3.9,"26,363","26,190",1.0,5.3,"28,082","27,936",0.6,4.2,"8,402","8,522",1.9,8.6,"9,072","9,237",0.9,4.5,542,689,215,255,"3,124","3,026",2.4,9.9,"3,240","3,138",1.4,4.2,"8,219","8,133",4.4,7.4,"8,673","8,598",3.8,8.8,"46,650","46,597",2.1,9.7,"49,314","49,351",1.2,6.4,"11,820","12,964",3.0,-0.6,"12,419","13,623",1.4,2.0,"13,782","13,106",3.1,0.0,"14,985","14,365",1.8,9.9
Dec 2007,"51,473","49,359",0.2,3.1,"49,571","47,171",1.2,8.2,"50,976","48,649",0.5,3.7,"27,954","26,563",1.4,5.1,"29,550","28,054",0.4,3.1,"8,590","8,639",1.4,8.4,"9,197","9,257",0.2,4.3,"1,249",64,"1,245",328,"3,136","3,045",0.6,6.8,"3,214","3,127",-0.4,1.5,"8,757","8,462",4.0,12.5,"9,220","8,905",3.6,13.2,"49,686","46,704",0.2,6.8,"52,654","49,628",0.6,5.5,"14,463","14,520",12.0,16.2,"14,167","14,129",3.7,7.6,"14,578","13,964",6.5,11.0,"15,620","14,929",3.9,13.5
Mar 2008,"48,588","49,204",-0.3,1.4,"47,731","47,550",0.8,7.8,"48,424","48,393",-0.5,2.3,"25,998","27,113",2.1,6.0,"27,312","28,440",1.4,3.4,"8,604","8,876",2.7,9.6,"9,147","9,413",1.7,5.4,459,285,387,277,"2,636","2,805",-7.9,-0.9,"2,684","2,849",-8.9,-5.3,"7,995","8,403",-0.7,6.4,"8,452","8,875",-0.3,6.9,"45,693","47,485",1.7,7.0,"48,074","49,908",0.6,4.8,"15,469","14,458",-0.4,13.7,"14,787","13,964",-1.2,2.4,"13,430","14,478",3.7,11.5,"14,275","15,276",2.3,10.8
Jun 2008,"48,130","49,056",-0.3,0.3,"46,826","47,469",-0.2,4.8,"47,313","47,690",-1.5,-0.4,"26,547","27,023",-0.3,4.2,"27,442","27,932",-1.8,0.7,"9,528","9,080",2.3,8.2,"10,003","9,522",1.2,3.8,-596,687,-310,691,"2,605","2,607",-7.1,-11.8,"2,634","2,635",-7.5,-14.9,"8,852","8,789",4.6,13.2,"9,263","9,201",3.7,11.5,"46,936","48,259",1.6,5.7,"48,852","50,015",0.2,2.6,"15,163","14,785",2.3,17.6,"14,068","13,679",-2.0,2.1,"15,273","15,624",7.9,20.9,"15,417","15,807",3.5,11.9
Sep 2008,"48,321","48,889",-0.3,-0.8,"44,982","46,938",-1.1,0.7,"45,821","47,763",0.2,-1.4,"27,629","27,462",1.6,4.8,"28,097","27,975",0.2,0.1,"9,141","9,272",2.1,8.8,"9,435","9,610",0.9,4.0,69,168,512,539,"2,588","2,515",-3.5,-17.2,"2,590","2,517",-4.5,-20.1,"8,362","8,325",-5.3,1.7,"8,603","8,571",-6.8,-0.8,"47,789","47,773",-1.0,2.4,"49,337","49,400",-1.2,0.0,"13,838","15,288",3.4,17.1,"12,034","13,244",-3.2,-3.1,"16,644","15,907",1.8,20.8,"15,275","14,649",-7.3,1.9
Dec 2008,"50,666","48,561",-0.7,-1.6,"49,913","47,496",1.2,0.7,"49,991","47,739",-0.1,-1.9,"29,048","27,607",0.5,3.9,"29,459","27,975",0.0,-0.3,"9,502","9,543",2.9,10.6,"9,773","9,821",2.2,6.3,"1,017",-219,803,-118,"2,292","2,224",-11.6,-26.9,"2,295","2,233",-11.3,-28.6,"8,628","8,343",0.2,-1.5,"8,631","8,339",-2.7,-6.4,"50,486","47,427",-0.7,1.6,"51,118","48,180",-2.5,-2.9,"15,700","15,720",2.8,8.6,"13,302","13,236",-0.1,-6.1,"16,272","15,524",-2.4,11.6,"14,159","13,502",-7.8,-9.4
Mar 2009,"47,454","48,072",-1.0,-2.3,"47,685","47,446",-0.1,-0.1,"47,412","47,334",-0.8,-2.1,"26,133","27,205",-1.5,0.5,"26,314","27,349",-2.2,-3.7,"9,308","9,585",0.4,8.2,"9,536","9,797",-0.2,4.3,-438,-653,-416,-537,"2,128","2,259",1.6,-19.3,"2,143","2,267",1.5,-20.2,"7,540","7,892",-5.4,-5.7,"7,420","7,764",-6.9,-12.2,"44,671","46,339",-2.3,-2.2,"45,005","46,681",-3.1,-6.4,"16,059","14,991",-4.6,3.8,"14,263","13,487",1.9,-3.5,"13,045","14,012",-9.7,-2.9,"11,768","12,595",-6.7,-17.6
Jun 2009,"47,143","48,046",-0.1,-2.1,"46,818","47,477",0.1,0.0,"47,564","47,920",1.2,0.5,"27,364","27,825",2.3,3.1,"27,438","27,896",2.0,0.0,"9,911","9,469",-1.2,4.0,"10,044","9,586",-2.2,0.4,"-2,446","-1,015","-2,050","-1,012","2,193","2,190",-3.1,-15.8,"2,198","2,194",-3.2,-16.6,"8,021","7,946",0.7,-9.4,"7,875","7,810",0.6,-15.0,"45,044","46,393",0.1,-4.0,"45,322","46,430",-0.5,-7.2,"14,446","14,054",-6.3,-4.7,"14,227","13,814",2.4,1.1,"12,672","12,990",-7.3,-17.0,"12,030","12,369",-1.8,-22.0
Sep 2009,"47,706","48,284",0.5,-1.3,"46,216","48,264",1.7,2.7,"46,179","48,188",0.6,0.8,"28,200","28,091",1.0,2.1,"28,139","28,059",0.6,0.1,"9,503","9,639",1.8,4.0,"9,491","9,664",0.8,0.6,-772,-742,-733,-739,"2,218","2,165",-1.1,-14.3,"2,222","2,168",-1.2,-14.2,"7,620","7,627",-4.0,-8.9,"7,609","7,617",-2.5,-11.6,"46,769","46,780",0.8,-2.1,"46,634","46,698",0.6,-5.5,"12,492","13,896",-1.1,-9.7,"12,690","14,002",1.4,5.5,"13,046","12,528",-3.6,-21.6,"12,991","12,447",0.6,-15.0
Dec 2009,"51,038","48,897",1.3,0.7,"51,148","48,672",0.8,2.5,"51,090","48,806",1.3,2.2,"29,820","28,365",1.0,2.7,"29,852","28,374",1.1,1.3,"9,621","9,658",0.2,1.3,"9,581","9,620",-0.5,-2.0,"1,608",334,"1,299",382,"2,348","2,285",5.5,2.4,"2,340","2,284",5.4,2.0,"7,551","7,299",-4.3,-12.5,"7,640","7,374",-3.2,-11.5,"50,948","47,839",2.3,0.9,"50,892","47,976",2.7,-0.4,"13,441","13,418",-3.4,-14.4,"14,058","13,965",-0.3,5.7,"13,241","12,584",0.4,-18.6,"13,794","13,132",5.5,-2.6
Mar 2010,"48,420","49,058",0.3,2.0,"50,124","49,830",2.4,5.1,"49,473","49,344",1.1,4.3,"27,630","28,765",1.4,5.7,"27,586","28,686",1.1,4.8,"9,397","9,662",0.0,1.0,"9,317","9,562",-0.6,-2.3,758,510,632,509,"2,082","2,195",-3.9,-2.2,"2,082","2,189",-4.2,-2.8,"7,165","7,486",2.6,-5.0,"7,233","7,558",2.5,-2.5,"47,032","48,722",1.8,5.3,"46,945","48,653",1.4,4.3,"15,452","14,402",7.3,-3.8,"14,856","14,035",0.5,4.2,"12,361","13,237",5.2,-5.2,"12,505","13,379",1.9,6.3
